Number_of_seats,Longitude,Latitude
80,144.974205236,-37.81477015
12,144.974101918,-37.81454561
10,144.972835271,-37.8148555
55,144.972720932,-37.81546181
160,144.972720932,-37.81546181
31,144.956362277,-37.81880462
175,144.954690043,-37.81929312
26,144.958548373,-37.8184145
15,144.958118498,-37.81853877
100,144.959122102,-37.81858017
150,144.958923708,-37.81817724
40,144.961113133,-37.81745677
70,144.960868075,-37.81746814
20,144.959876637,-37.81797777
80,144.960828296,-37.81778076
22,144.96325377,-37.81706705
16,144.962441845,-37.81728433
88,144.96413018,-37.81697243
170,144.963682791,-37.81726468
18,144.963897061,-37.81719967
12,144.963897061,-37.81719967
90,144.963897061,-37.81719967
70,144.963897061,-37.81719967
18,144.965474417,-37.81664468
4,144.965474417,-37.81664468
3,144.965596579,-37.8166033
12,144.965596579,-37.8166033
55,144.965596579,-37.8166033
40,144.965596579,-37.8166033
10,144.965596579,-37.8166033
16,144.965596579,-37.8166033
48,144.966330418,-37.81584477
6,144.966330418,-37.81584477
20,144.965340705,-37.81620631
8,144.965340705,-37.81620631
30,144.96493308,-37.81662781
8,144.966622781,-37.8163275
4,144.966622781,-37.8163275
8,144.968755329,-37.81543178
160,144.968755329,-37.81543178
12,144.968755329,-37.81543178
20,144.967706573,-37.81546678
33,144.967430384,-37.81584777
40,144.967430384,-37.81584777
34,144.967430384,-37.81584777
12,144.967430384,-37.81584777
42,144.967430384,-37.81584777
60,144.967430384,-37.81584777
20,144.967430384,-37.81584777
6,144.970749815,-37.81492031
36,144.970749815,-37.81492031
70,144.972628061,-37.81430616
60,144.972628061,-37.81430616
6,144.954350497,-37.81867545
30,144.954350497,-37.81867545
16,144.954350497,-37.81867545
32,144.95494399,-37.81850425
4,144.954568784,-37.81861166
70,144.955605964,-37.81782672
18,144.95490538,-37.81802782
88,144.956834773,-37.81767359
75,144.95747321,-37.81753383
20,144.959762303,-37.81703239
12,144.959996472,-37.81679183
30,144.959996472,-37.81679183
22,144.96031192,-37.8169991
80,144.960451952,-37.8162783
28,144.96008589,-37.81638559
120,144.959550046,-37.81660734
60,144.960969473,-37.81637877
28,144.960928835,-37.81625601
70,144.96084763,-37.81614776
150,144.961045422,-37.81666775
140,144.9617186,-37.81629382
30,144.963497917,-37.81592157
15,144.963293833,-37.81554941
24,144.963293833,-37.81554941
6,144.963293833,-37.81554941
45,144.962439168,-37.81585501
8,144.962984386,-37.81570426
10,144.962984386,-37.81570426
186,144.962984386,-37.81570426
10,144.962984386,-37.81570426
20,144.962811578,-37.81581721
48,144.964466158,-37.81529155
12,144.964466158,-37.81529155
16,144.964914669,-37.81537106
85,144.964914669,-37.81537106
80,144.964914669,-37.81537106
204,144.964914669,-37.81537106
16,144.964914669,-37.81537106
79,144.965657674,-37.81541957
29,144.964193634,-37.81557613
8,144.964193373,-37.81591326
13,144.965603432,-37.81483458
12,144.964225445,-37.81528948
15,144.964225445,-37.81528948
65,144.967277785,-37.81485585
12,144.967714436,-37.81474662
140,144.967847569,-37.81450301
100,144.967094318,-37.81447237
20,144.968282738,-37.81399547
12,144.969379711,-37.81398457
18,144.969379711,-37.81398457
80,144.970281283,-37.8139675
200,144.970029111,-37.81354777
137,144.972117238,-37.81324914
24,144.97289193,-37.81330535
40,144.973546759,-37.81304887
110,144.971695319,-37.81309819
12,144.972488639,-37.81292259
9,144.972488639,-37.81292259
85,144.972595214,-37.81314963
12,144.955552875,-37.81677365
15,144.955352548,-37.81740928
63,144.95701796,-37.81647428
22,144.956773994,-37.81695942
42,144.956773994,-37.81695942
14,144.957088037,-37.81686865
16,144.957088037,-37.81686865
45,144.960188611,-37.81547268
20,144.960110088,-37.81596878
42,144.960110088,-37.81596878
4,144.960326007,-37.8159076
25,144.960507681,-37.81527162
80,144.958939248,-37.81595642
60,144.958922359,-37.81630648
44,144.962944183,-37.81491487
60,144.962944183,-37.81491487
90,144.962944183,-37.81491487
36,144.962229733,-37.81512975
20,144.962229733,-37.81512975
16,144.961741104,-37.81560573
106,144.961620991,-37.81534187
100,144.961818576,-37.81514598
54,144.961902888,-37.81533092
8,144.9611919,-37.8153709
8,144.964895769,-37.81436987
15,144.964532283,-37.81445406
60,144.964532283,-37.81445406
60,144.964048991,-37.81458812
120,144.963662235,-37.8144328
12,144.963743037,-37.81484304
120,144.964012089,-37.81488175
30,144.964012089,-37.81488175
36,144.964012089,-37.81488175
36,144.964012089,-37.81488175
32,144.965700412,-37.81433534
48,144.965582764,-37.81407743
45,144.967968428,-37.81310923
80,144.967299385,-37.81328093
28,144.966597773,-37.81376503
10,144.966597773,-37.81376503
10,144.966597773,-37.81376503
50,144.967580651,-37.8139078
36,144.967580651,-37.8139078
50,144.967859887,-37.81376794
16,144.966203891,-37.81417648
80,144.969042243,-37.81278439
16,144.970109238,-37.81281454
56,144.970109238,-37.81281454
20,144.970109238,-37.81281454
24,144.970109238,-37.81281454
12,144.970109238,-37.81281454
24,144.970109238,-37.81281454
20,144.970109238,-37.81281454
110,144.968715411,-37.81342961
52,144.968975254,-37.81350285
90,144.972394725,-37.81181007
100,144.972045715,-37.81193582
14,144.972045715,-37.81193582
12,144.971905267,-37.81198343
25,144.9717965,-37.81200628
38,144.9717965,-37.81200628
330,144.971560763,-37.81211855
100,144.971560763,-37.81211855
18,144.970902789,-37.81223392
4,144.970902789,-37.81223392
10,144.971107549,-37.8124026
250,144.971199895,-37.81285806
50,144.971331112,-37.81284117
6,144.971929779,-37.81248653
50,144.972350486,-37.81207815
100,144.972924488,-37.81199352
30,144.954713712,-37.81627484
10,144.954814632,-37.81601898
16,144.955325349,-37.81622847
38,144.955325349,-37.81622847
4,144.955260023,-37.81608475
40,144.955260023,-37.81608475
46,144.956107278,-37.81571393
39,144.956107278,-37.81571393
70,144.956107278,-37.81571393
81,144.956107278,-37.81571393
15,144.956107278,-37.81571393
180,144.956107278,-37.81571393
28,144.956107278,-37.81571393
80,144.955624365,-37.81551354
250,144.955624365,-37.81551354
10,144.957614118,-37.81525715
13,144.957614118,-37.81525715
20,144.957614118,-37.81525715
18,144.957614118,-37.81525715
22,144.957614118,-37.81525715
18,144.957614118,-37.81525715
24,144.957614118,-37.81525715
30,144.959196925,-37.81499762
28,144.959379447,-37.8150902
32,144.959464119,-37.81506553
12,144.959599813,-37.81486162
56,144.959985676,-37.81452036
2,144.959968678,-37.81428585
52,144.958087099,-37.81476776
60,144.958230947,-37.81492637
16,144.961756238,-37.81416355
16,144.961756238,-37.81416355
120,144.961756238,-37.81416355
17,144.962707862,-37.81388737
12,144.962707862,-37.81388737
8,144.962169706,-37.81353635
40,144.96199262,-37.81358649
6,144.960680401,-37.81402844
100,144.96076988,-37.81429327
18,144.963287929,-37.81360425
32,144.963287929,-37.81360425
70,144.963287929,-37.81360425
230,144.964999342,-37.81309229
16,144.964994303,-37.81279567
62,144.965836537,-37.81296443
20,144.966295201,-37.81272047
18,144.966295201,-37.81272047
30,144.966295201,-37.81272047
6,144.966295201,-37.81272047
250,144.966876806,-37.81259409
75,144.967276794,-37.8124312
25,144.967276794,-37.8124312
150,144.967647913,-37.81246709
64,144.967589822,-37.81238088
60,144.967567785,-37.8123356
50,144.968385962,-37.81247257
60,144.96847018,-37.81244856
70,144.968535938,-37.8120612
60,144.969264533,-37.81207094
100,144.969777781,-37.81170307
7,144.969777781,-37.81170307
80,144.970170319,-37.81194604
33,144.970095632,-37.81170899
70,144.969339953,-37.81146226
50,144.969102576,-37.8115616
90,144.969010095,-37.81158808
120,144.969114767,-37.81173945
46,144.968187861,-37.8122734
12,144.971007444,-37.81168307
8,144.972362699,-37.811289
200,144.972676047,-37.8112003
56,144.972676047,-37.8112003
27,144.97132421,-37.81131159
65,144.97132421,-37.81131159
45,144.971551373,-37.81106615
90,144.97183004,-37.8109435
16,144.97183004,-37.8109435
60,144.971990295,-37.81074304
150,144.971505892,-37.81083595
70,144.971363021,-37.81092017
45,144.972465093,-37.81099169
18,144.972429051,-37.8109513
90,144.972429051,-37.8109513
50,144.972460742,-37.81126209
5,144.954856943,-37.81514661
60,144.954571963,-37.81537459
110,144.955280339,-37.81472953
72,144.955669415,-37.81501703
8,144.956367154,-37.81477878
200,144.957146993,-37.8142782
30,144.959722942,-37.81392392
12,144.959907296,-37.81386746
24,144.959754264,-37.81355361
30,144.959754264,-37.81355361
12,144.959754264,-37.81355361
80,144.959754264,-37.81355361
24,144.962283057,-37.81321386
46,144.961106124,-37.8130703
60,144.961106124,-37.8130703
32,144.961106124,-37.8130703
16,144.961214978,-37.81328955
74,144.961262292,-37.81339488
130,144.961012112,-37.81288006
100,144.960900361,-37.81365679
15,144.961073524,-37.81359799
34,144.961073524,-37.81359799
20,144.961073524,-37.81359799
21,144.961328272,-37.81354346
66,144.961749555,-37.81327298
16,144.960469742,-37.81352286
8,144.960469742,-37.81352286
30,144.962878274,-37.81261442
48,144.962878274,-37.81261442
53,144.964804327,-37.81244693
50,144.964778411,-37.81239263
94,144.96450707,-37.81180752
100,144.966353363,-37.81133175
12,144.966353363,-37.81133175
116,144.966260883,-37.8114331
68,144.965548057,-37.81158031
52,144.965602986,-37.81213633
85,144.966941961,-37.81186912
250,144.966941961,-37.81186912
100,144.967273374,-37.81164459
32,144.967236476,-37.81156167
10,144.965104659,-37.81169356
200,144.965250407,-37.81199559
12,144.965359115,-37.81218452
100,144.965770435,-37.81206133
100,144.967044898,-37.81172076
95,144.966991111,-37.81162502
80,144.965872688,-37.81222127
10,144.969451269,-37.81037184
84,144.969254113,-37.81049305
5,144.968530034,-37.81098009
35,144.968530034,-37.81098009
80,144.968530034,-37.81098009
52,144.967862739,-37.81093607
8,144.967862739,-37.81093607
80,144.968760115,-37.81131219
4,144.968760115,-37.81131219
100,144.968908465,-37.81131622
8,144.969171178,-37.81122906
14,144.967644371,-37.81098272
80,144.967644371,-37.81098272
70,144.967994747,-37.81132789
12,144.968152933,-37.81081665
12,144.970496185,-37.81055707
28,144.970714921,-37.81005686
20,144.970714921,-37.81005686
18,144.972059426,-37.81012699
31,144.972059426,-37.81012699
30,144.954822193,-37.81349786
8,144.956421699,-37.81365662
36,144.956421699,-37.81365662
26,144.955565264,-37.81329521
31,144.956697877,-37.81317907
8,144.956583735,-37.81292397
8,144.956016943,-37.8134766
30,144.956016943,-37.8134766
14,144.956016943,-37.8134766
100,144.956016943,-37.8134766
12,144.956016943,-37.8134766
40,144.956016943,-37.8134766
70,144.958352909,-37.8130525
8,144.96039363,-37.81210735
11,144.960703215,-37.81194755
42,144.960325433,-37.81244232
36,144.960530614,-37.81240787
6,144.961134417,-37.81200936
4,144.961134417,-37.81200936
35,144.961134417,-37.81200936
4,144.961284479,-37.81166967
20,144.960341115,-37.81187439
10,144.960341115,-37.81187439
50,144.960249864,-37.81190077
54,144.965703405,-37.810658
8,144.965703405,-37.810658
40,144.965703405,-37.810658
12,144.965703405,-37.810658
56,144.965703405,-37.810658
30,144.965703405,-37.810658
6,144.965703405,-37.810658
75,144.965703405,-37.810658
80,144.965703405,-37.810658
30,144.965703405,-37.810658
40,144.968649277,-37.80946476
103,144.967198853,-37.81020096
46,144.967224749,-37.8102551
80,144.967574044,-37.81012652
52,144.969975632,-37.80941489
44,144.969975632,-37.80941489
115,144.969975632,-37.80941489
300,144.969975632,-37.80941489
14,144.969975632,-37.80941489
19,144.970732474,-37.8091842
32,144.970732474,-37.8091842
50,144.970732474,-37.8091842
71,144.970732474,-37.8091842
60,144.952896216,-37.81327283
15,144.952896216,-37.81327283
60,144.952896216,-37.81327283
30,144.954246616,-37.8125542
42,144.954274515,-37.81261513
32,144.954951407,-37.81275166
90,144.955572963,-37.81290439
100,144.955503875,-37.81299012
8,144.956447373,-37.81270785
26,144.958660132,-37.81145082
8,144.961208129,-37.81067436
160,144.960508619,-37.81081439
4,144.959644338,-37.81107018
40,144.959644338,-37.81107018
300,144.959302287,-37.81120286
70,144.959674818,-37.81181165
12,144.959674818,-37.81181165
25,144.963018946,-37.81073332
8,144.963018946,-37.81073332
6,144.963018946,-37.81073332
48,144.963018946,-37.81073332
36,144.963018946,-37.81073332
28,144.963018946,-37.81073332
120,144.963018946,-37.81073332
30,144.963018946,-37.81073332
120,144.963018946,-37.81073332
38,144.963018946,-37.81073332
19,144.963018946,-37.81073332
22,144.963018946,-37.81073332
115,144.963018946,-37.81073332
60,144.963018946,-37.81073332
30,144.963018946,-37.81073332
5,144.963018946,-37.81073332
20,144.963018946,-37.81073332
70,144.963018946,-37.81073332
8,144.963018946,-37.81073332
200,144.963996879,-37.81152964
70,144.964193827,-37.81107765
60,144.9640866,-37.81084464
18,144.964047536,-37.81076317
12,144.964047536,-37.81076317
46,144.96792059,-37.8090516
12,144.968828389,-37.80893166
50,144.96876256,-37.80879339
8,144.968724398,-37.80874125
16,144.96807759,-37.80895368
60,144.968590037,-37.8091536
50,144.966928655,-37.80957196
20,144.966971963,-37.80966479
4,144.966971963,-37.80966479
60,144.971014661,-37.80814514
40,144.953514194,-37.81214527
18,144.953598916,-37.81229604
7,144.953598916,-37.81229604
38,144.957114018,-37.81123723
2,144.958052889,-37.81075363
19,144.960434874,-37.81010387
70,144.960434874,-37.81010387
4,144.959237728,-37.81024912
44,144.962074284,-37.8090975
5,144.962074284,-37.8090975
40,144.96133387,-37.8093373
40,144.961451518,-37.80977165
58,144.961491314,-37.80985709
2,144.96234092,-37.80965593
44,144.962876251,-37.80962882
75,144.96320997,-37.80953222
39,144.962947073,-37.80909157
154,144.963419782,-37.80945732
28,144.963179667,-37.80895593
30,144.962610082,-37.808941
76,144.964550449,-37.80818365
6,144.964550449,-37.80818365
15,144.968026688,-37.8078604
48,144.966943347,-37.80829663
45,144.966457541,-37.80822377
45,144.950861617,-37.81114228
5,144.951175487,-37.81189101
6,144.957993311,-37.80988001
6,144.956120225,-37.81032314
65,144.956120225,-37.81032314
8,144.960522624,-37.80918797
10,144.960489084,-37.80911597
28,144.960343883,-37.80885861
18,144.960114627,-37.8087318
40,144.958511636,-37.80897917
57,144.961157305,-37.80894909
12,144.961157305,-37.80894909
102,144.961762777,-37.80816923
140,144.962900964,-37.80846658
8,144.96267083,-37.80779355
48,144.957239458,-37.80745984
26,144.957239458,-37.80745984
6,144.957239458,-37.80745984
30,144.957239458,-37.80745984
12,144.957239458,-37.80745984
36,144.957239458,-37.80745984
16,144.957239458,-37.80745984
16,144.957239458,-37.80745984
30,144.957239458,-37.80745984
12,144.959791653,-37.80760291
100,144.958115602,-37.80861319
50,144.958115602,-37.80861319
50,144.958936667,-37.80819713
18,144.960007498,-37.80806541
6,144.959988228,-37.80802361
70,144.961612591,-37.80752292
24,144.962090724,-37.80728963
96,144.962090724,-37.80728963
2,144.962090724,-37.80728963
60,144.960182828,-37.80671508
72,144.953642218,-37.82253633
40,144.953642218,-37.82253633
36,144.964651301,-37.79940982
16,144.964765295,-37.79899938
20,144.964765295,-37.79899938
70,144.96672693,-37.79886072
33,144.966590203,-37.80049164
100,144.966646389,-37.80043187
50,144.967089769,-37.79822136
125,144.967079232,-37.79817948
40,144.967125796,-37.79777439
40,144.969126534,-37.79315689
6,144.96816453,-37.79698295
15,144.96816453,-37.79698295
60,144.967812598,-37.79694555
22,144.970320839,-37.79692164
36,144.970426234,-37.79652005
65,144.969271214,-37.79771074
19,144.968707883,-37.79750574
63,144.967837803,-37.79850638
112,144.967837803,-37.79850638
54,144.968020724,-37.79844782
11,144.96775646,-37.79763393
35,144.96775646,-37.79763393
10,144.967643732,-37.79828024
20,144.96780296,-37.79900338
65,144.96780296,-37.79900338
180,144.967880042,-37.80059699
32,144.967526446,-37.79887015
95,144.96749287,-37.79916379
24,144.96751044,-37.79953749
36,144.967348461,-37.80004498
80,144.969880968,-37.79918387
20,144.971197172,-37.79777838
45,144.971191657,-37.79514419
4,144.97118346,-37.79518777
24,144.971168039,-37.79527787
12,144.97513448,-37.79439894
80,144.974806685,-37.79638849
4,144.958024575,-37.80033364
12,144.959235466,-37.80185711
200,144.961518038,-37.80117842
40,144.962208973,-37.80045792
88,144.963420586,-37.80059737
48,144.963420586,-37.80059737
36,144.962728797,-37.8013409
110,144.963382009,-37.80141859
30,144.963642273,-37.8006201
12,144.965103667,-37.80077102
58,144.965103667,-37.80077102
6,144.964236569,-37.80062759
28,144.964288539,-37.80099105
26,144.964311869,-37.80188571
10,144.964311869,-37.80188571
48,144.965626458,-37.80132569
10,144.965626458,-37.80132569
52,144.965626458,-37.80132569
34,144.966456894,-37.80171819
25,144.966469155,-37.80165695
60,144.966476316,-37.80160598
22,144.966476316,-37.80160598
30,144.966485571,-37.80156205
18,144.966485571,-37.80156205
48,144.966502284,-37.80144577
54,144.966449581,-37.80128848
40,144.966488042,-37.8011904
48,144.966496738,-37.80114228
70,144.966672483,-37.80089707
18,144.96665908,-37.80096704
52,144.965769785,-37.80081687
22,144.965769785,-37.80081687
24,144.967184323,-37.80103476
65,144.967168406,-37.80113981
25,144.967168406,-37.80113981
75,144.967160526,-37.80118693
130,144.967236492,-37.80162591
44,144.967236492,-37.80162591
32,144.967217534,-37.80175883
60,144.967209204,-37.80180395
221,144.966813835,-37.803305
73,144.966769855,-37.80344164
150,144.966769855,-37.80344164
38,144.966736973,-37.80366897
180,144.966723109,-37.803783
64,144.966723109,-37.803783
42,144.966692996,-37.80395783
55,144.966699264,-37.80443778
22,144.966699264,-37.80443778
100,144.966699264,-37.80443778
12,144.966699264,-37.80443778
100,144.966699264,-37.80443778
29,144.966699264,-37.80443778
9,144.966699264,-37.80443778
16,144.966699264,-37.80443778
30,144.966699264,-37.80443778
28,144.966699264,-37.80443778
6,144.966699264,-37.80443778
25,144.966699264,-37.80443778
85,144.966699264,-37.80443778
30,144.966699264,-37.80443778
16,144.967185782,-37.80324285
50,144.966024132,-37.80415049
42,144.966098436,-37.80378356
62,144.9645057,-37.80448528
10,144.963945284,-37.80276989
16,144.964294802,-37.80444614
12,144.963640238,-37.80430744
20,144.961699359,-37.80322367
20,144.961335235,-37.80242146
90,144.959127114,-37.8028778
39,144.958495486,-37.802788
12,144.960038068,-37.8044181
50,144.960038068,-37.8044181
30,144.963513182,-37.80555235
100,144.963513182,-37.80555235
70,144.965638603,-37.80673947
24,144.9656988,-37.80619915
8,144.965352547,-37.80670091
42,144.966441321,-37.80566982
30,144.961246791,-37.79739811
25,144.961246791,-37.79739811
32,144.961246791,-37.79739811
10,144.961246791,-37.79739811
30,144.961246791,-37.79739811
20,144.961246791,-37.79739811
40,144.961246791,-37.79739811
70,144.961246791,-37.79739811
10,144.94211926,-37.79717284
10,144.946696482,-37.79823272
4,144.944794954,-37.80234576
6,144.941816496,-37.80328528
30,144.943097117,-37.80339727
25,144.943097117,-37.80339727
25,144.948978883,-37.80488639
20,144.949042268,-37.80463699
34,144.949042268,-37.80463699
18,144.949070924,-37.80434881
9,144.949070924,-37.80434881
30,144.949085094,-37.80412429
8,144.949041444,-37.80386264
12,144.949041444,-37.80386264
18,144.949205198,-37.803603
30,144.949083466,-37.80345572
12,144.948713508,-37.80474738
4,144.949406231,-37.80260762
12,144.949406231,-37.80260762
35,144.948475751,-37.80271264
30,144.948423773,-37.79508315
18,144.949722492,-37.80435713
40,144.949568866,-37.80483255
12,144.949551728,-37.80497299
26,144.949681178,-37.804917
6,144.950540713,-37.80500905
70,144.954054838,-37.8054362
118,144.954134063,-37.80544378
200,144.956379092,-37.80569684
32,144.957390175,-37.80580455
45,144.957390175,-37.80580455
8,144.957390175,-37.80580455
12,144.957390175,-37.80580455
16,144.958148436,-37.80444251
16,144.958121485,-37.80434979
40,144.954497129,-37.80304782
16,144.951485362,-37.80284239
30,144.950662439,-37.8028658
146,144.955871269,-37.80140031
20,144.954000792,-37.79936861
35,144.952986954,-37.79866485
15,144.945577973,-37.8080043
20,144.945577973,-37.8080043
60,144.949788477,-37.80539346
56,144.949576575,-37.80538455
38,144.949459531,-37.80539884
54,144.951970351,-37.80566937
25,144.95136641,-37.80562951
4,144.94878954,-37.80897146
10,144.948632875,-37.80883465
50,144.952039345,-37.80775631
8,144.952404057,-37.80751845
45,144.954241029,-37.80592219
16,144.954044827,-37.80590009
18,144.955497967,-37.80666721
4,144.955585586,-37.80619786
8,144.955585586,-37.80619786
8,144.955603679,-37.80606639
60,144.9554422,-37.80604869
350,144.952635951,-37.80890193
42,144.950105433,-37.80973186
30,144.949831995,-37.81042625
12,144.916507441,-37.80087212
42,144.93010989,-37.79467114
50,144.928355288,-37.79442113
10,144.919445579,-37.79170781
34,144.915521176,-37.78257294
14,144.988711503,-37.81482183
9,144.985591504,-37.81618515
6,144.985591504,-37.81618515
20,144.985591504,-37.81618515
40,144.987307379,-37.81634891
10,144.987366295,-37.81635606
25,144.987555008,-37.81637751
30,144.987630048,-37.81638646
10,144.987630048,-37.81638646
17,144.985625398,-37.81004657
8,144.985625398,-37.81004657
34,144.985625398,-37.81004657
26,144.984834144,-37.81608794
86,144.980455713,-37.81296163
70,144.981923608,-37.80961024
4,144.981923608,-37.80961024
80,144.979100909,-37.80957792
38,144.979979116,-37.80919458
12,144.979979116,-37.80919458
21,144.97361903,-37.80849653
200,144.97361903,-37.80849653
118,144.975586832,-37.81264492
100,144.975586832,-37.81264492
15,144.978270095,-37.81796562
53,144.978270095,-37.81796562
16,144.97592752,-37.81642072
4920,144.980376894,-37.82181601
74,144.982385289,-37.82487816
80,144.975513856,-37.83506751
42,144.975719751,-37.83548348
12,144.975719751,-37.83548348
34,144.976192089,-37.83615252
7,144.976209813,-37.83627473
24,144.977042767,-37.83774553
20,144.977193144,-37.83854243
34,144.979819068,-37.8455379
18,144.979819068,-37.8455379
25,144.979819068,-37.8455379
22,144.979819068,-37.8455379
16,144.979819068,-37.8455379
33,144.979819068,-37.8455379
10,144.979819068,-37.8455379
34,144.979819068,-37.8455379
26,144.98005915,-37.84607473
52,144.98005915,-37.84607473
40,144.980378179,-37.84685298
3,144.96716991,-37.82656258
6,144.96716991,-37.82656258
50,144.96695911,-37.82712781
31,144.966156933,-37.82967462
30,144.966296062,-37.83070462
12,144.970215276,-37.82981139
56,144.96822635,-37.82094182
300,144.96822635,-37.82094182
80,144.968633848,-37.82281707
60,144.966262309,-37.82066922
220,144.966262309,-37.82066922
14,144.966262309,-37.82066922
40,144.966262309,-37.82066922
9,144.966262309,-37.82066922
220,144.966262309,-37.82066922
120,144.966262309,-37.82066922
20,144.966262309,-37.82066922
50,144.966262309,-37.82066922
120,144.966262309,-37.82066922
30,144.966262309,-37.82066922
120,144.965085832,-37.81968986
60,144.977535508,-37.83909862
40,144.977676959,-37.83949218
32,144.978555984,-37.84188091
28,144.979312183,-37.84459482
24,144.930953544,-37.82210926
59,144.925377497,-37.82304058
28,144.925377497,-37.82304058
16,144.920988011,-37.82600955
23,144.919461831,-37.82904746
60,144.963375811,-37.82092509
100,144.963828656,-37.82082512
60,144.963828656,-37.82082512
60,144.963828656,-37.82082512
12,144.963828656,-37.82082512
60,144.96289139,-37.8210403
60,144.963874389,-37.82193589
12,144.964566826,-37.82166549
35,144.962153976,-37.82167834
30,144.962153976,-37.82167834
20,144.962153976,-37.82167834
54,144.962153976,-37.82167834
35,144.962153976,-37.82167834
35,144.962643015,-37.82221927
60,144.962268872,-37.82266873
84,144.962268872,-37.82266873
40,144.962268872,-37.82266873
70,144.958660196,-37.82312164
35,144.958660196,-37.82312164
20,144.958660196,-37.82312164
30,144.958660196,-37.82312164
50,144.958660196,-37.82312164
75,144.958660196,-37.82312164
140,144.958660196,-37.82312164
75,144.958660196,-37.82312164
160,144.958660196,-37.82312164
40,144.958660196,-37.82312164
300,144.958660196,-37.82312164
200,144.958660196,-37.82312164
50,144.952378201,-37.82539972
500,144.952378201,-37.82539972
100,144.952378201,-37.82539972
60,144.957746458,-37.82575952
45,144.960508658,-37.8252468
6,144.965844307,-37.82222503
15,144.965844307,-37.82222503
50,144.965113182,-37.8225552
50,144.966258172,-37.82261379
6,144.966258172,-37.82261379
100,144.980372192,-37.83017082
42,144.981699565,-37.83431735
150,144.981699565,-37.83431735
100,144.981945096,-37.83430009
60,144.982267458,-37.8343508
4,144.980491265,-37.83412547
90,144.980491265,-37.83412547
50,144.958681071,-37.78398214
40,144.958804025,-37.78289944
62,144.958804025,-37.78289944
60,144.958562619,-37.7849288
48,144.958562619,-37.7849288
118,144.957534528,-37.79554181
52,144.955962811,-37.79854141
36,144.955040425,-37.79885182
6,144.939183164,-37.77625445
35,144.939183164,-37.77625445
70,144.950171982,-37.79381462
150,144.923156393,-37.80663448
40,144.954158668,-37.82020559
28,144.952339677,-37.81815382
12,144.952339677,-37.81815382
20,144.952339677,-37.81815382
70,144.951187064,-37.81501712
70,144.951187064,-37.81501712
60,144.953096752,-37.81969578
80,144.945340225,-37.81453858
20,144.947584375,-37.81657578
16,144.947584375,-37.81657578
55,144.947217039,-37.81817241
32,144.947217039,-37.81817241
52,144.947217039,-37.81817241
32,144.947217039,-37.81817241
32,144.947217039,-37.81817241
4,144.947217039,-37.81817241
50,144.947217039,-37.81817241
11,144.947975346,-37.81925128
28,144.947975346,-37.81925128
43,144.947975346,-37.81925128
20,144.947975346,-37.81925128
90,144.950870476,-37.81949297
72,144.949273605,-37.81999404
70,144.949821295,-37.81921016
140,144.945122428,-37.81888389
80,144.945122428,-37.81888389
40,144.945122428,-37.81888389
28,144.943968999,-37.81927362
24,144.943968999,-37.81927362
16,144.943565419,-37.8165193
300,144.943565419,-37.8165193
16,144.943459934,-37.82044558
52,144.943459934,-37.82044558
36,144.943459934,-37.82044558
34,144.94562087,-37.81974585
48,144.945815876,-37.82204769
56,144.945815876,-37.82204769
10,144.94126142,-37.81460533
15,144.94126142,-37.81460533
40,144.94126142,-37.81460533
120,144.942139053,-37.81434525
136,144.942139053,-37.81434525
25,144.942139053,-37.81434525
70,144.940659357,-37.8149263
100,144.940659357,-37.8149263
50,144.942754332,-37.81473601
8,144.942754332,-37.81473601
80,144.943684465,-37.81389028
15,144.943684465,-37.81389028
25,144.93902052,-37.81518149
85,144.93902052,-37.81518149
250,144.93902052,-37.81518149
30,144.939364345,-37.81579456
22,144.937829832,-37.81315034
200,144.937829832,-37.81315034
32,144.937829832,-37.81315034
30,144.937829832,-37.81315034
22,144.937829832,-37.81315034
34,144.937829832,-37.81315034
23,144.937829832,-37.81315034
39,144.937829832,-37.81315034
29,144.937829832,-37.81315034
56,144.937829832,-37.81315034
48,144.937829832,-37.81315034
12,144.937829832,-37.81315034
44,144.937829832,-37.81315034
40,144.941909207,-37.81284814
12,144.941196712,-37.81308483
20,144.939233342,-37.79531826
2,144.941402709,-37.79501722
21,144.941402709,-37.79501722
60,144.92863306,-37.79404162
25,144.928699457,-37.79404908
24,144.928763819,-37.79405714
6,144.928763819,-37.79405714
22,144.929138242,-37.79407422
8,144.929138242,-37.79407422
19,144.929315319,-37.79409415
14,144.929970369,-37.79424521
32,144.930176882,-37.79426147
10,144.930058502,-37.79405204
22,144.930080509,-37.79395787
14,144.930080509,-37.79395787
10,144.929934774,-37.7936563
14,144.92992928,-37.79360999
20,144.929915413,-37.79353782
8,144.935302223,-37.79142203
12,144.93111314,-37.79436218
10,144.956593411,-37.82161127
36,144.956593411,-37.82161127
88,144.956518458,-37.82099397
146,144.958989471,-37.82047281
35,144.96893493,-37.8186592
180,144.969917621,-37.81784479
40,144.969917621,-37.81784479
36,144.969917621,-37.81784479
100,144.969917621,-37.81784479
120,144.969917621,-37.81784479
126,144.956601684,-37.81988484
35,144.955346461,-37.82072034
90,144.957150506,-37.820166
70,144.955152428,-37.82020482
37,144.957712022,-37.81937993
60,144.957828807,-37.81999599
12,144.958272131,-37.81974184
100,144.959510564,-37.81943285
10,144.959187559,-37.8192157
24,144.959187559,-37.8192157
26,144.959187559,-37.8192157
39,144.96138904,-37.81825094
14,144.964607953,-37.81805666
